id,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31
37f7dd0c89f257f7,-0.2843137,0.4686275,0.3666667,-0.4529412,0.0372549,0.4490196,-0.1588235,0.4686275,0.4725490,-0.2568627,0.4019608,-0.3666667,-0.1235294,0.0960784,-0.1117647,0.2960784,-0.2843137,0.4686275,0.3666667,-0.4529412,0.0372549,0.4490196,-0.1588235,0.4686275,0.4725490,-0.2568627,0.4019608,-0.3666667,-0.1235294,0.0960784,-0.1117647,0.2960784
04821ae311045715,-0.4843137,0.0098039,-0.3980392,0.3901961,-0.4333333,-0.4843137,-0.1588235,-0.4176471,0.2254902,-0.3392157,0.0450980,-0.1078431,-0.0568627,-0.1588235,-0.3392157,0.2215686,-0.4843137,0.0098039,-0.3980392,0.3901961,-0.4333333,-0.4843137,-0.1588235,-0.4176471,0.2254902,-0.3392157,0.0450980,-0.1078431,-0.0568627,-0.1588235,-0.3392157,0.2215686
6d100a674f0197f9,-0.0725490,-0.4372549,-0.4607843,-0.0960784,-0.1901961,-0.4960784,0.0921569,0.4764706,0.4137255,0.3470588,0.2137255,0.3156863,0.2568627,0.1901961,0.0529412,0.1431373,-0.0725490,-0.4372549,-0.4607843,-0.0960784,-0.1901961,-0.4960784,0.0921569,0.4764706,0.4137255,0.3470588,0.2137255,0.3156863,0.2568627,0.1901961,0.0529412,0.1431373
1ec1eb75babbc1ae,-0.3823529,0.2568627,0.4215686,-0.0411765,0.2294118,0.2333333,0.2568627,0.1823529,-0.1705882,-0.4529412,0.2137255,-0.2411765,0.4803922,-0.1627451,-0.4019608,-0.3196078,-0.3823529,0.2568627,0.4215686,-0.0411765,0.2294118,0.2333333,0.2568627,0.1823529,-0.1705882,-0.4529412,0.2137255,-0.2411765,0.4803922,-0.1627451,-0.4019608,-0.3196078
0171b3835c0c9609,-0.4960784,-0.0568627,0.2019608,0.0137255,-0.1392157,-0.4529412,0.0882353,-0.4647059,0.2137255,-0.3196078,0.2764706,-0.3392157,0.4019608,0.2725490,0.3196078,-0.1627451,-0.4960784,-0.0568627,0.2019608,0.0137255,-0.1392157,-0.4529412,0.0882353,-0.4647059,0.2137255,-0.3196078,0.2764706,-0.3392157,0.4019608,0.2725490,0.3196078,-0.1627451
1f53565b8042b8a8,-0.3784314,-0.1745098,-0.1627451,-0.1431373,0.0019608,-0.2411765,0.2215686,0.1588235,0.3823529,-0.4882353,0.3745098,-0.4176471,0.1274510,-0.1901961,-0.1666667,-0.0725490,-0.3784314,-0.1745098,-0.1627451,-0.1431373,0.0019608,-0.2411765,0.2215686,0.1588235,0.3823529,-0.4882353,0.3745098,-0.4176471,0.1274510,-0.1901961,-0.1666667,-0.0725490
7cc031be00022312,-0.0137255,0.2529412,-0.3078431,0.2450980,-0.5000000,-0.4921569,-0.3627451,-0.4294118,0.4450980,0.1784314,0.3627451,-0.4490196,0.1901961,-0.4764706,0.0372549,-0.0098039,-0.0137255,0.2529412,-0.3078431,0.2450980,-0.5000000,-0.4921569,-0.3627451,-0.4294118,0.4450980,0.1784314,0.3627451,-0.4490196,0.1901961,-0.4764706,0.0372549,-0.0098039
c90f1bd7572eb72b,0.2882353,-0.4411765,-0.3941176,0.3431373,-0.1588235,-0.3196078,0.2176471,-0.3313725,0.3000000,0.1862745,-0.0960784,-0.1000000,-0.3235294,-0.3313725,-0.1313725,-0.2607843,0.2882353,-0.4411765,-0.3941176,0.3431373,-0.1588235,-0.3196078,0.2176471,-0.3313725,0.3000000,0.1862745,-0.0960784,-0.1000000,-0.3235294,-0.3313725,-0.1313725,-0.2607843
9d540512299203c9,0.1156863,-0.1705882,-0.4803922,-0.4294118,-0.3392157,0.0725490,-0.4882353,0.2882353,-0.2607843,-0.3509804,0.0803922,0.1509804,-0.4333333,-0.3352941,0.1901961,0.0098039,0.1156863,-0.1705882,-0.4803922,-0.4294118,-0.3392157,0.0725490,-0.4882353,0.2882353,-0.2607843,-0.3509804,0.0803922,0.1509804,-0.4333333,-0.3352941,0.1901961,0.0098039
1eac0ec78b3a9d26,-0.3823529,0.1745098,-0.4450980,0.2803922,0.0450980,-0.2725490,0.1156863,-0.3509804,-0.1392157,0.3470588,0.1196078,-0.0764706,-0.1470588,0.4960784,-0.0411765,0.0098039,-0.3823529,0.1745098,-0.4450980,0.2803922,0.0450980,-0.2725490,0.1156863,-0.3509804,-0.1392157,0.3470588,0.1196078,-0.0764706,-0.1470588,0.4960784,-0.0411765,0.0098039
1993ef8d7736c201,-0.4019608,0.0764706,0.4372549,0.0529412,-0.0333333,-0.2882353,0.2607843,-0.4960784,-0.0490196,-0.1117647,0.3235294,-0.4411765,0.4019608,0.3509804,0.2764706,-0.3078431,-0.4019608,0.0764706,0.4372549,0.0529412,-0.0333333,-0.2882353,0.2607843,-0.4960784,-0.0490196,-0.1117647,0.3235294,-0.4411765,0.4019608,0.3509804,0.2764706,-0.3078431
67b2fdc1e3f9a483,-0.0960784,0.1980392,0.4921569,0.2568627,0.3901961,0.4764706,0.1431373,0.0137255,-0.1156863,-0.0058824,0.1000000,-0.2647059,-0.3470588,-0.1901961,0.1235294,0.1156863,-0.0960784,0.1980392,0.4921569,0.2568627,0.3901961,0.4764706,0.1431373,0.0137255,-0.1156863,-0.0058824,0.1000000,-0.2647059,-0.3470588,-0.1901961,0.1235294,0.1156863
35e9eddf2ff6d7bc,-0.2921569,0.4137255,0.4294118,0.3745098,-0.3156863,0.4647059,0.3431373,0.2372549,-0.2921569,-0.1431373,0.1549020,-0.3274510,-0.4411765,-0.3156863,-0.4960784,-0.1431373,-0.2921569,0.4137255,0.4294118,0.3745098,-0.3156863,0.4647059,0.3431373,0.2372549,-0.2921569,-0.1431373,0.1549020,-0.3274510,-0.4411765,-0.3156863,-0.4960784,-0.1431373
bb72c1b121cca907,0.2333333,-0.0529412,0.2568627,0.1941176,-0.3705882,0.3000000,0.1627451,-0.4725490,-0.4019608,0.2607843,0.1901961,0.4921569,-0.2686275,-0.4843137,0.2372549,-0.1705882,0.2333333,-0.0529412,0.2568627,0.1941176,-0.3705882,0.3000000,0.1627451,-0.4725490,-0.4019608,0.2607843,0.1901961,0.4921569,-0.2686275,-0.4843137,0.2372549,-0.1705882
1e32d4473558236d,-0.3823529,-0.3039216,0.3313725,-0.2215686,-0.2921569,-0.1549020,-0.3627451,-0.0725490,0.4215686,0.0568627,0.1392157,-0.0921569,-0.2019608,0.1274510,-0.2098039,-0.3078431,-0.3823529,-0.3039216,0.3313725,-0.2215686,-0.2921569,-0.1549020,-0.3627451,-0.0725490,0.4215686,0.0568627,0.1392157,-0.0921569,-0.2019608,0.1274510,-0.2098039,-0.3078431
23b48f292fbd943f,-0.3627451,0.2058824,0.0607843,-0.3392157,-0.3156863,0.2411765,0.0803922,-0.2529412,-0.4254902,-0.0450980,-0.3313725,0.0019608,-0.2058824,0.2019608,-0.4333333,0.2450980,-0.3627451,0.2058824,0.0607843,-0.3392157,-0.3156863,0.2411765,0.0803922,-0.2529412,-0.4254902,-0.0450980,-0.3313725,0.0019608,-0.2058824,0.2019608,-0.4333333,0.2450980
02565483a4f657a6,-0.4921569,-0.1627451,-0.1705882,0.0137255,0.1431373,0.4647059,-0.1588235,0.1509804,-0.4215686,-0.2411765,-0.0960784,-0.1039216,0.4686275,-0.4803922,0.4215686,-0.3705882,-0.4921569,-0.1627451,-0.1705882,0.0137255,0.1431373,0.4647059,-0.1588235,0.1509804,-0.4215686,-0.2411765,-0.0960784,-0.1039216,0.4686275,-0.4803922,0.4215686,-0.3705882
fbe4e0ced3eec24e,0.4843137,0.3941176,0.3784314,0.3078431,0.3274510,0.4333333,0.2607843,-0.1941176,0.0333333,-0.4176471,-0.3549020,0.3431373,0.0960784,0.1431373,0.3588235,0.0137255,0.4843137,0.3941176,0.3784314,0.3078431,0.3274510,0.4333333,0.2607843,-0.1941176,0.0333333,-0.4176471,-0.3549020,0.3431373,0.0960784,0.1431373,0.3588235,0.0137255
aea32d5707251d42,0.1823529,0.1392157,-0.3235294,-0.1588235,-0.4725490,-0.3549020,-0.3862745,-0.2411765,0.1705882,-0.0647059,-0.0490196,0.2843137,-0.0843137,0.1000000,0.2764706,-0.2803922,0.1823529,0.1392157,-0.3235294,-0.1588235,-0.4725490,-0.3549020,-0.3862745,-0.2411765,0.1705882,-0.0647059,-0.0490196,0.2843137,-0.0843137,0.1000000,0.2764706,-0.2803922
5dc1861c8d3a856e,-0.1352941,0.2568627,0.0254902,-0.3901961,0.0529412,-0.2725490,0.0215686,-0.0686275,0.2019608,-0.1470588,0.3156863,-0.4215686,-0.1313725,-0.0254902,0.0921569,0.2176471,-0.1352941,0.2568627,0.0254902,-0.3901961,0.0529412,-0.2725490,0.0215686,-0.0686275,0.2019608,-0.1470588,0.3156863,-0.4215686,-0.1313725,-0.0254902,0.0921569,0.2176471
5ad1738874b760f3,-0.1470588,0.3196078,-0.0490196,0.0333333,-0.0450980,0.2176471,-0.1235294,0.4529412,0.3431373,0.0333333,0.2529412,0.2607843,-0.3862745,-0.2607843,-0.4921569,0.1549020,-0.1470588,0.3196078,-0.0490196,0.0333333,-0.0450980,0.2176471,-0.1235294,0.4529412,0.3431373,0.0333333,0.2529412,0.2607843,-0.3862745,-0.2607843,-0.4921569,0.1549020
9c8104455516a1f2,0.1117647,0.0058824,-0.4843137,-0.2294118,-0.1666667,-0.4137255,0.1313725,0.4490196,0.3392157,0.1274510,-0.3627451,0.0411765,0.3705882,0.3196078,-0.3588235,-0.0215686,0.1117647,0.0058824,-0.4843137,-0.2294118,-0.1666667,-0.4137255,0.1313725,0.4490196,0.3392157,0.1274510,-0.3627451,0.0411765,0.3705882,0.3196078,-0.3588235,-0.0215686
3e1f46215afc29a0,-0.2568627,-0.3784314,-0.2254902,-0.3705882,-0.1470588,0.4882353,-0.3392157,0.1274510,-0.1705882,-0.1627451,0.1117647,0.1156863,0.1039216,0.2176471,-0.0725490,-0.3549020,-0.2568627,-0.3784314,-0.2254902,-0.3705882,-0.1470588,0.4882353,-0.3392157,0.1274510,-0.1705882,-0.1627451,0.1117647,0.1156863,0.1039216,0.2176471,-0.0725490,-0.3549020
4fa9c258f49bfa4e,-0.1901961,0.1627451,0.2607843,-0.1549020,0.4568627,0.1078431,0.4803922,-0.1941176,-0.1352941,-0.2725490,-0.4411765,-0.3156863,0.2960784,-0.2019608,-0.1509804,-0.1666667,-0.1901961,0.1627451,0.2607843,-0.1549020,0.4568627,0.1078431,0.4803922,-0.1941176,-0.1352941,-0.2725490,-0.4411765,-0.3156863,0.2960784,-0.2019608,-0.1509804,-0.1666667
9c5d8df64bd5f95e,0.1117647,-0.1352941,0.0529412,0.4647059,-0.2058824,0.3352941,0.4764706,-0.1313725,0.4568627,-0.2137255,0.3941176,0.3862745,-0.0568627,-0.3117647,-0.3901961,0.2294118,0.1117647,-0.1352941,0.0529412,0.4647059,-0.2058824,0.3352941,0.4764706,-0.1313725,0.4568627,-0.2137255,0.3941176,0.3862745,-0.0568627,-0.3117647,-0.3901961,0.2294118
bd4225ec85c2cca4,0.2411765,-0.2411765,-0.3549020,0.4254902,0.0215686,0.2607843,0.3000000,0.1431373,0.3196078,-0.0490196,0.2725490,-0.0176471,-0.0843137,0.2372549,-0.3196078,0.2333333,0.2411765,-0.2411765,-0.3549020,0.4254902,0.0215686,0.2607843,0.3000000,0.1431373,0.3196078,-0.0490196,0.2725490,-0.0176471,-0.0843137,0.2372549,-0.3196078,0.2333333
0eb01e258bb6213b,-0.4450980,0.1901961,-0.3823529,-0.3549020,0.0450980,0.2137255,-0.3705882,-0.2686275,-0.1039216,-0.1588235,-0.4058824,0.3588235,0.3470588,-0.2529412,0.3431373,0.0803922,-0.4450980,0.1901961,-0.3823529,-0.3549020,0.0450980,0.2137255,-0.3705882,-0.2686275,-0.1039216,-0.1588235,-0.4058824,0.3588235,0.3470588,-0.2529412,0.3431373,0.0803922
9e7ce8aeec470168,0.1196078,-0.0137255,0.4098039,0.1823529,0.4254902,-0.2215686,-0.4960784,-0.0921569,-0.2450980,-0.2411765,0.3196078,0.4137255,-0.0607843,-0.2843137,0.2215686,-0.4647059,0.1196078,-0.0137255,0.4098039,0.1823529,0.4254902,-0.2215686,-0.4960784,-0.0921569,-0.2450980,-0.2411765,0.3196078,0.4137255,-0.0607843,-0.2843137,0.2215686,-0.4647059
851091f35d051ee7,0.0215686,-0.4372549,0.0686275,0.4529412,-0.1352941,-0.4803922,-0.3823529,0.4058824,0.1862745,-0.4019608,-0.3823529,-0.3666667,-0.2803922,0.0098039,0.4294118,0.4098039,0.0215686,-0.4372549,0.0686275,0.4529412,-0.1352941,-0.4803922,-0.3823529,0.4058824,0.1862745,-0.4019608,-0.3823529,-0.3666667,-0.2803922,0.0098039,0.4294118,0.4098039
9527edd1eade8259,0.0843137,-0.3470588,0.4294118,0.3196078,0.4176471,0.3705882,0.0098039,-0.1509804,0.2843137,-0.0725490,-0.1588235,-0.3549020,0.1941176,0.4764706,0.2333333,-0.0137255,0.0843137,-0.3470588,0.4294118,0.3196078,0.4176471,0.3705882,0.0098039,-0.1509804,0.2843137,-0.0725490,-0.1588235,-0.3549020,0.1941176,0.4764706,0.2333333,-0.0137255
53c12dcac750f808,-0.1745098,0.2568627,-0.3235294,0.2921569,0.2803922,-0.1862745,0.4725490,-0.4686275,0.2137255,-0.3000000,0.0764706,0.2294118,-0.3941176,-0.1627451,-0.0215686,0.0764706,-0.1745098,0.2568627,-0.3235294,0.2921569,0.2803922,-0.1862745,0.4725490,-0.4686275,0.2137255,-0.3000000,0.0764706,0.2294118,-0.3941176,-0.1627451,-0.0215686,0.0764706
9f90b45cdb1e145a,0.1235294,0.0647059,0.2058824,-0.1392157,0.3588235,-0.3823529,-0.4215686,-0.1470588,-0.2176471,-0.3823529,0.4333333,-0.2176471,-0.3078431,0.3039216,-0.1705882,0.0098039,0.1235294,0.0647059,0.2058824,-0.1392157,0.3588235,-0.3823529,-0.4215686,-0.1470588,-0.2176471,-0.3823529,0.4333333,-0.2176471,-0.3078431,0.3039216,-0.1705882,0.0098039
202b3026734d9720,-0.3745098,-0.3313725,-0.3117647,-0.3509804,-0.0490196,-0.1980392,0.0921569,-0.3745098,0.1117647,-0.4803922,-0.1235294,0.0607843,0.1235294,0.2294118,0.2725490,-0.1823529,-0.3745098,-0.3313725,-0.3117647,-0.3509804,-0.0490196,-0.1980392,0.0921569,-0.3745098,0.1117647,-0.4803922,-0.1235294,0.0607843,0.1235294,0.2294118,0.2725490,-0.1823529
0a3836ab284f232d,-0.4607843,-0.2803922,-0.2882353,0.1705882,-0.3431373,-0.1901961,-0.3627451,-0.3235294,-0.2215686,-0.3705882,-0.1039216,0.1509804,-0.2686275,-0.3666667,-0.2725490,0.1666667,-0.4607843,-0.2803922,-0.2882353,0.1705882,-0.3431373,-0.1901961,-0.3627451,-0.3235294,-0.2215686,-0.3705882,-0.1039216,0.1509804,-0.2686275,-0.3666667,-0.2725490,0.1666667
c393dffbcf46b9a0,0.2647059,0.0764706,0.3745098,0.4843137,0.3117647,-0.2254902,0.2254902,0.1274510,0.0176471,0.2686275,-0.0176471,0.1352941,0.2294118,0.0647059,0.3156863,0.3078431,0.2647059,0.0764706,0.3745098,0.4843137,0.3117647,-0.2254902,0.2254902,0.1274510,0.0176471,0.2686275,-0.0176471,0.1352941,0.2294118,0.0647059,0.3156863,0.3078431
52b20ee0652266ae,-0.1784314,0.1980392,-0.4450980,0.3784314,-0.1039216,-0.3666667,-0.1000000,0.1823529,-0.0098039,0.3313725,-0.2764706,-0.0529412,-0.3117647,0.0137255,0.3980392,-0.2215686,-0.1784314,0.1980392,-0.4450980,0.3784314,-0.1039216,-0.3666667,-0.1000000,0.1823529,-0.0098039,0.3313725,-0.2764706,-0.0529412,-0.3117647,0.0137255,0.3980392,-0.2215686
fa02abf7c309b280,0.4803922,-0.4921569,0.1705882,0.4686275,0.2647059,-0.4647059,0.1980392,0.0019608,-0.4960784,-0.3705882,-0.4019608,-0.1745098,-0.1588235,0.1156863,0.0372549,-0.2647059,0.4803922,-0.4921569,0.1705882,0.4686275,0.2647059,-0.4647059,0.1980392,0.0019608,-0.4960784,-0.3705882,-0.4019608,-0.1745098,-0.1588235,0.1156863,0.0372549,-0.2647059
95a9de929fe39525,0.0843137,0.1627451,0.3705882,0.0725490,0.1235294,0.3901961,0.0843137,-0.3549020,-0.4686275,0.3862745,-0.1078431,0.1431373,-0.4568627,-0.3980392,-0.4882353,-0.3039216,0.0843137,0.1627451,0.3705882,0.0725490,0.1235294,0.3901961,0.0843137,-0.3549020,-0.4686275,0.3862745,-0.1078431,0.1431373,-0.4568627,-0.3980392,-0.4882353,-0.3039216
f36b6822a3c5969b,0.4529412,-0.0803922,-0.0921569,-0.3666667,0.1392157,0.2725490,0.0882353,0.1078431,-0.3117647,0.2450980,-0.2294118,-0.1235294,-0.2372549,-0.1196078,-0.3980392,0.1235294,0.4529412,-0.0803922,-0.0921569,-0.3666667,0.1392157,0.2725490,0.0882353,0.1078431,-0.3117647,0.2450980,-0.2294118,-0.1235294,-0.2372549,-0.1196078,-0.3980392,0.1235294
5ee28ffbc6f3d9c6,-0.1313725,0.3862745,0.0607843,0.4843137,0.2764706,0.4529412,0.3509804,0.2764706,-0.1627451,-0.2568627,-0.2372549,0.0960784,0.1627451,-0.0529412,0.1666667,0.1862745,-0.1313725,0.3862745,0.0607843,0.4843137,0.2764706,0.4529412,0.3509804,0.2764706,-0.1627451,-0.2568627,-0.2372549,0.0960784,0.1627451,-0.0529412,0.1666667,0.1862745
d397e0bfd8d879c4,0.3274510,0.0921569,0.3784314,0.2490196,0.3470588,0.3470588,-0.0254902,0.2686275,-0.3431373,-0.4960784,0.4490196,-0.1196078,-0.4882353,0.2882353,0.4725490,0.0960784,0.3274510,0.0921569,0.3784314,0.2490196,0.3470588,0.3470588,-0.0254902,0.2686275,-0.3431373,-0.4960784,0.4490196,-0.1196078,-0.4882353,0.2882353,0.4725490,0.0960784
1a27dbf9936b1144,-0.3980392,-0.3470588,0.3588235,0.4764706,0.0764706,-0.0803922,-0.4333333,-0.2333333,-0.2333333,0.1823529,-0.2215686,0.2176471,-0.3078431,-0.4176471,0.4843137,-0.2372549,-0.3980392,-0.3470588,0.3588235,0.4764706,0.0764706,-0.0803922,-0.4333333,-0.2333333,-0.2333333,0.1823529,-0.2215686,0.2176471,-0.3078431,-0.4176471,0.4843137,-0.2372549
5064fb0f72b86831,-0.1862745,-0.1078431,0.4843137,-0.4411765,-0.0529412,0.2215686,-0.0921569,-0.3078431,-0.0882353,0.4137255,-0.3039216,0.1980392,-0.4058824,-0.3745098,0.1039216,0.1941176,-0.1862745,-0.1078431,0.4843137,-0.4411765,-0.0529412,0.2215686,-0.0921569,-0.3078431,-0.0882353,0.4137255,-0.3039216,0.1980392,-0.4058824,-0.3745098,0.1039216,0.1941176
928e839b2a70fbc4,0.0725490,0.0568627,0.0137255,0.1078431,-0.3352941,-0.0607843,0.4843137,0.2686275,0.3000000,-0.3274510,-0.2490196,0.2921569,-0.3941176,0.0058824,0.1235294,0.4294118,0.0725490,0.0568627,0.0137255,0.1078431,-0.3352941,-0.0607843,0.4843137,0.2686275,0.3000000,-0.3274510,-0.2490196,0.2921569,-0.3941176,0.0058824,0.1235294,0.4294118
ef66d785299af2bc,0.4372549,-0.1000000,0.3431373,0.0215686,-0.3392157,0.1039216,0.4490196,0.2372549,0.4568627,0.1549020,0.3274510,-0.4490196,-0.3117647,-0.2411765,-0.3000000,0.3431373,0.4372549,-0.1000000,0.3431373,0.0215686,-0.3392157,0.1039216,0.4490196,0.2372549,0.4568627,0.1549020,0.3274510,-0.4490196,-0.3117647,-0.2411765,-0.3000000,0.3431373
7745c3f1788a9ded,-0.0333333,-0.2294118,0.2647059,0.4450980,-0.0294118,0.0411765,0.1156863,0.4294118,0.0960784,-0.4137255,0.0843137,0.3823529,0.1980392,-0.2294118,0.3549020,0.4529412,-0.0333333,-0.2294118,0.2647059,0.4450980,-0.0294118,0.0411765,0.1156863,0.4294118,0.0960784,-0.4137255,0.0843137,0.3823529,0.1980392,-0.2294118,0.3549020,0.4529412
aeac5bd6d81de89f,0.1823529,0.1745098,-0.1431373,0.3392157,0.3470588,-0.3862745,0.4098039,0.1235294,0.1352941,0.4294118,0.4176471,-0.1784314,-0.4450980,-0.3862745,0.0372549,0.2568627,0.1823529,0.1745098,-0.1431373,0.3392157,0.3470588,-0.3862745,0.4098039,0.1235294,0.1352941,0.4294118,0.4176471,-0.1784314,-0.4450980,-0.3862745,0.0372549,0.2568627
e8fa03d2dd873453,0.4098039,0.4803922,-0.4882353,0.3235294,0.3666667,0.0294118,-0.2960784,-0.1745098,0.3470588,-0.3823529,-0.4450980,0.2333333,-0.2098039,-0.4294118,0.1117647,-0.4411765,0.4098039,0.4803922,-0.4882353,0.3235294,0.3666667,0.0294118,-0.2960784,-0.1745098,0.3470588,-0.3823529,-0.4450980,0.2333333,-0.2098039,-0.4294118,0.1117647,-0.4411765
ce1633a53f40a719,0.3078431,-0.4137255,-0.3000000,0.1470588,-0.2529412,-0.2490196,0.1549020,-0.4019608,0.4411765,0.4058824,0.2098039,-0.0176471,0.2568627,0.4921569,0.1392157,-0.0607843,0.3078431,-0.4137255,-0.3000000,0.1470588,-0.2529412,-0.2490196,0.1549020,-0.4019608,0.4411765,0.4058824,0.2098039,-0.0176471,0.2568627,0.4921569,0.1392157,-0.0607843
8c9090a37ca73378,0.0490196,0.0647059,0.0647059,0.1392157,-0.0137255,0.1549020,-0.3000000,-0.0294118,-0.1352941,-0.2607843,0.1588235,-0.3117647,-0.5000000,-0.2372549,-0.1274510,-0.3156863,0.0490196,0.0647059,0.0647059,0.1392157,-0.0137255,0.1549020,-0.3000000,-0.0294118,-0.1352941,-0.2607843,0.1588235,-0.3117647,-0.5000000,-0.2372549,-0.1274510,-0.3156863
ae78be9a90bf29c1,0.1823529,-0.0294118,0.2450980,0.1039216,0.0647059,0.2490196,-0.3392157,0.2568627,-0.0333333,-0.0803922,-0.4176471,-0.2450980,0.0372549,0.4764706,-0.2254902,-0.0333333,0.1823529,-0.0294118,0.2450980,0.1039216,0.0647059,0.2490196,-0.3392157,0.2568627,-0.0333333,-0.0803922,-0.4176471,-0.2450980,0.0372549,0.4764706,-0.2254902,-0.0333333
205ac8d495cb13aa,-0.3745098,-0.1470588,0.2843137,0.3313725,0.0843137,0.2960784,-0.4254902,0.1666667,-0.4137255,-0.4176471,0.4294118,-0.1549020,-0.2058824,-0.3352941,0.2686275,-0.2372549,-0.3745098,-0.1470588,0.2843137,0.3313725,0.0843137,0.2960784,-0.4254902,0.1666667,-0.4137255,-0.4176471,0.4294118,-0.1549020,-0.2058824,-0.3352941,0.2686275,-0.2372549
